x,y,z,heading_angle,speed,curvature,longitude, latitude,altitude,attribute
247109.6391,3488512.675,13.621429,109.598095,0,0.00349,120.337326,31.503826,13.621429,0
247109.5867,3488512.836,13.621905,109.563809,0,0.003526,120.337325,31.503827,13.621905,0
247109.5355,3488512.995,13.622381,109.529048,0,0.003647,120.337325,31.503828,13.622381,0
247109.4836,3488513.156,13.622857,109.491429,0,0.003878,120.337324,31.50383,13.622857,0
247109.433,3488513.314,13.623333,109.453333,0,0.004008,120.337324,31.503831,13.623333,0
247109.3815,3488513.475,13.624286,109.413333,0,0.004132,120.337323,31.503833,13.624286,0
247109.3312,3488513.632,13.625238,109.372857,0,0.004271,120.337322,31.503834,13.625238,0
247109.2801,3488513.793,13.625714,109.331429,0,0.004297,120.337322,31.503836,13.625714,0
247109.2301,3488513.949,13.62619,109.290001,0,0.004391,120.337321,31.503837,13.62619,0
247109.1794,3488514.109,13.62619,109.24762,0,0.00441,120.337321,31.503838,13.62619,0
247109.1301,3488514.266,13.62619,109.205239,0,0.004504,120.33732,31.50384,13.62619,0
247109.08,3488514.426,13.626667,109.161429,0,0.004568,120.33732,31.503841,13.626667,0
247109.0314,3488514.582,13.626667,109.119048,0,0.004508,120.337319,31.503843,13.626667,0
247108.982,3488514.743,13.626667,109.075715,0,0.004512,120.337318,31.503844,13.626667,0
247108.9335,3488514.9,13.626667,109.032382,0,0.004595,120.337318,31.503846,13.626667,0
247108.8841,3488515.061,13.626667,108.986667,0,0.004745,120.337317,31.503847,13.626667,0
247108.8356,3488515.219,13.626667,108.940477,0,0.004875,120.337317,31.503848,13.626667,0
247108.7862,3488515.381,13.627143,108.894286,0,0.004766,120.337316,31.50385,13.627143,0
247108.7375,3488515.54,13.627619,108.850953,0,0.004538,120.337316,31.503851,13.627619,0
247108.6875,3488515.703,13.628095,108.807143,0,0.004481,120.337315,31.503853,13.628095,0
247108.6384,3488515.864,13.628571,108.762381,0,0.004647,120.337315,31.503854,13.628571,0
247108.5882,3488516.029,13.629048,108.714762,0,0.004824,120.337314,31.503856,13.629048,0
247108.5387,3488516.191,13.629048,108.666191,0,0.004989,120.337313,31.503857,13.629048,0
247108.4879,3488516.358,13.629524,108.616191,0,0.005002,120.337313,31.503859,13.629524,0
247108.4377,3488516.523,13.63,108.568096,0,0.004871,120.337312,31.50386,13.63,0
247108.3862,3488516.692,13.630476,108.519048,0,0.004836,120.337312,31.503862,13.630476,0
247108.3344,3488516.863,13.630952,108.469524,0,0.004839,120.337311,31.503863,13.630952,0
247108.2822,3488517.035,13.631429,108.419048,0,0.004898,120.337311,31.503865,13.631429,0
247108.2298,3488517.209,13.631905,108.366667,0,0.005033,120.33731,31.503866,13.631905,0
247108.1772,3488517.385,13.632381,108.31381,0,0.005043,120.337309,31.503868,13.632381,0
247108.1242,3488517.562,13.633333,108.26,0,0.005085,120.337309,31.503869,13.633333,0
247108.071,3488517.74,13.634286,108.205715,0,0.005095,120.337308,31.503871,13.634286,0
247108.0175,3488517.92,13.634762,108.151429,0,0.005046,120.337308,31.503873,13.634762,0
247107.9638,3488518.101,13.635238,108.095715,0,0.005148,120.337307,31.503874,13.635238,0
247107.91,3488518.283,13.635714,108.039524,0,0.00515,120.337306,31.503876,13.635714,0
247107.856,3488518.467,13.63619,107.982382,0,0.005209,120.337306,31.503877,13.63619,0
247107.8028,3488518.649,13.637143,107.926191,0,0.005185,120.337305,31.503879,13.637143,0
247107.7484,3488518.835,13.638095,107.868096,0,0.00523,120.337304,31.503881,13.638095,0
247107.6948,3488519.018,13.639048,107.810477,0,0.005255,120.337304,31.503882,13.639048,0
247107.6402,3488519.207,13.64,107.750477,0,0.005348,120.337303,31.503884,13.64,0
247107.5865,3488519.392,13.640952,107.690477,0,0.005421,120.337303,31.503886,13.640952,0
247107.5318,3488519.582,13.641905,107.629524,0,0.00538,120.337302,31.503887,13.641905,0
247107.477,3488519.773,13.642857,107.568096,0,0.005394,120.337301,31.503889,13.642857,0
247107.4222,3488519.965,13.64381,107.507143,0,0.005336,120.337301,31.503891,13.64381,0
247107.3676,3488520.157,13.644286,107.447143,0,0.005232,120.3373,31.503893,13.644286,0
247107.313,3488520.35,13.644762,107.387619,0,0.005178,120.3373,31.503894,13.644762,0
247107.2585,3488520.544,13.645238,107.329524,0,0.005037,120.337299,31.503896,13.645238,0
247107.205,3488520.735,13.645714,107.273334,0,0.004953,120.337298,31.503898,13.645714,0
247107.1506,3488520.93,13.646667,107.218096,0,0.004768,120.337298,31.503899,13.646667,0
247107.0972,3488521.121,13.647619,107.165714,0,0.004597,120.337297,31.503901,13.647619,0
247107.0428,3488521.317,13.648571,107.113334,0,0.004504,120.337296,31.503903,13.648571,0
247106.9894,3488521.509,13.649524,107.063333,0,0.004376,120.337296,31.503905,13.649524,0
247106.935,3488521.705,13.650476,107.014762,0,0.004165,120.337295,31.503906,13.650476,0
247106.8818,3488521.898,13.651429,106.969048,0,0.003992,120.337295,31.503908,13.651429,0
247106.8276,3488522.094,13.652381,106.925714,0,0.003709,120.337294,31.50391,13.652381,0
247106.7745,3488522.287,13.653333,106.885714,0,0.003485,120.337293,31.503912,13.653333,0
247106.7204,3488522.485,13.654286,106.847619,0,0.003252,120.337293,31.503913,13.654286,0
247106.6664,3488522.682,13.654762,106.811905,0,0.003046,120.337292,31.503915,13.654762,0
247106.6125,3488522.88,13.655238,106.779524,0,0.002758,120.337291,31.503917,13.655238,0
247106.5585,3488523.078,13.655714,106.749047,0,0.002592,120.337291,31.503919,13.655714,0
247106.5045,3488523.276,13.656667,106.721429,0,0.002346,120.33729,31.50392,13.656667,0
247106.4504,3488523.474,13.657619,106.696667,0,0.002101,120.33729,31.503922,13.657619,0
247106.3963,3488523.673,13.658571,106.674286,0,0.001896,120.337289,31.503924,13.658571,0
247106.3432,3488523.868,13.659524,106.654762,0,0.001684,120.337288,31.503926,13.659524,0
247106.289,3488524.068,13.660476,106.637143,0,0.001489,120.337288,31.503928,13.660476,0
247106.2358,3488524.263,13.661429,106.621905,0,0.001311,120.337287,31.503929,13.661429,0
247106.1815,3488524.463,13.662381,106.607619,0,0.001205,120.337287,31.503931,13.662381,0
247106.1282,3488524.659,13.663333,106.595238,0,0.001063,120.337286,31.503933,13.663333,0
247106.0739,3488524.86,13.664286,106.583333,0,0.001001,120.337285,31.503935,13.664286,0
247106.0204,3488525.057,13.664762,106.572857,0,0.000896,120.337285,31.503936,13.664762,0
247105.9659,3488525.258,13.665238,106.562857,0,0.000838,120.337284,31.503938,13.665238,0
247105.9123,3488525.455,13.665714,106.554761,0,0.00069,120.337283,31.50394,13.665714,0
247105.8576,3488525.657,13.66619,106.547142,0,0.000637,120.337283,31.503942,13.66619,0
247105.8036,3488525.855,13.666667,106.539999,0,0.000607,120.337282,31.503944,13.666667,0
247105.7486,3488526.057,13.667143,106.532857,0,0.000595,120.337282,31.503945,13.667143,0
247105.6944,3488526.256,13.668095,106.52619,0,0.000565,120.337281,31.503947,13.668095,0
247105.6392,3488526.459,13.669048,106.519523,0,0.000553,120.33728,31.503949,13.669048,0
247105.5849,3488526.658,13.67,106.513333,0,0.000523,120.33728,31.503951,13.67,0
247105.5294,3488526.861,13.670952,106.507143,0,0.000513,120.337279,31.503953,13.670952,0
247105.4748,3488527.061,13.671905,106.500952,0,0.000522,120.337278,31.503954,13.671905,0
247105.4192,3488527.265,13.672857,106.494762,0,0.000511,120.337278,31.503956,13.672857,0
247105.3646,3488527.465,13.673333,106.489047,0,0.00048,120.337277,31.503958,13.673333,0
247105.3089,3488527.67,13.67381,106.483333,0,0.00047,120.337277,31.50396,13.67381,0
247105.2539,3488527.871,13.674286,106.477618,0,0.000479,120.337276,31.503962,13.674286,0
247105.1977,3488528.076,13.674762,106.471904,0,0.000469,120.337275,31.503963,13.674762,0
247105.1426,3488528.277,13.675238,106.46619,0,0.000477,120.337275,31.503965,13.675238,0
247105.0861,3488528.483,13.675714,106.460476,0,0.000468,120.337274,31.503967,13.675714,0
247105.0306,3488528.685,13.67619,106.455238,0,0.000437,120.337273,31.503969,13.67619,0
247104.9742,3488528.891,13.677143,106.450001,0,0.000428,120.337273,31.503971,13.677143,0
247104.9187,3488529.093,13.678095,106.446191,0,0.000317,120.337272,31.503973,13.678095,0
247104.8622,3488529.3,13.679048,106.442381,0,0.00031,120.337271,31.503974,13.679048,0
247104.8066,3488529.503,13.68,106.439048,0,0.000276,120.337271,31.503976,13.68,0
247104.75,3488529.711,13.680952,106.435715,0,0.000271,120.33727,31.503978,13.680952,0
247104.6943,3488529.914,13.681905,106.433334,0,0.000197,120.33727,31.50398,13.681905,0
247104.6375,3488530.122,13.682857,106.431429,0,0.000154,120.337269,31.503982,13.682857,0
247104.5817,3488530.327,13.68381,106.43,0,0.000118,120.337268,31.503984,13.68381,0
247104.5246,3488530.535,13.684286,106.428572,0,0.000115,120.337268,31.503985,13.684286,0
247104.4684,3488530.74,13.684762,106.42762,0,0.000078,120.337267,31.503987,13.684762,0
247104.411,3488530.949,13.685238,106.427143,0,0.000038,120.337266,31.503989,13.685238,0
247104.3547,3488531.155,13.685714,106.427143,0,0,120.337266,31.503991,13.685714,0
247104.2974,3488531.364,13.68619,106.428096,0,0.000076,120.337265,31.503993,13.68619,0
247104.241,3488531.57,13.686667,106.430001,0,0.000156,120.337264,31.503995,13.686667,0
247104.1834,3488531.781,13.687143,106.432382,0,0.000191,120.337264,31.503997,13.687143,0
247104.1269,3488531.988,13.688095,106.434763,0,0.000194,120.337263,31.503998,13.688095,0
247104.0694,3488532.199,13.689048,106.437144,0,0.00019,120.337262,31.504,13.689048,0
247104.0129,3488532.406,13.69,106.440001,0,0.000232,120.337262,31.504002,13.69,0
247103.9552,3488532.617,13.690952,106.443334,0,0.000265,120.337261,31.504004,13.690952,0
247103.8976,3488532.829,13.691905,106.447144,0,0.000303,120.33726,31.504006,13.691905,0
247103.8399,3488533.041,13.692381,106.451429,0,0.000341,120.33726,31.504008,13.692381,0
247103.7831,3488533.249,13.692381,106.456191,0,0.000386,120.337259,31.50401,13.692381,0
247103.7253,3488533.46,13.692381,106.460477,0,0.000341,120.337258,31.504012,13.692381,0
247103.6686,3488533.668,13.692857,106.464286,0,0.000309,120.337258,31.504014,13.692857,0
247103.6108,3488533.879,13.693333,106.468096,0,0.000303,120.337257,31.504015,13.693333,0
247103.5541,3488534.087,13.69381,106.471906,0,0.000309,120.337256,31.504017,13.69381,0
247103.4964,3488534.298,13.694286,106.475239,0,0.000266,120.337256,31.504019,13.694286,0
247103.4399,3488534.505,13.694762,106.479049,0,0.00031,120.337255,31.504021,13.694762,0
247103.3824,3488534.716,13.695238,106.482858,0,0.000304,120.337254,31.504023,13.695238,0
247103.3262,3488534.923,13.695714,106.486668,0,0.000311,120.337254,31.504025,13.695714,0
247103.2689,3488535.133,13.69619,106.490001,0,0.000267,120.337253,31.504027,13.69619,0
247103.213,3488535.338,13.696667,106.493334,0,0.000273,120.337253,31.504028,13.696667,0
247103.156,3488535.547,13.697143,106.496668,0,0.000268,120.337252,31.50403,13.697143,0
247103.1002,3488535.752,13.697619,106.499525,0,0.000235,120.337251,31.504032,13.697619,0
247103.0436,3488535.96,13.697619,106.502382,0,0.000231,120.337251,31.504034,13.697619,0
247102.9881,3488536.164,13.697619,106.505239,0,0.000236,120.33725,31.504036,13.697619,0
247102.9319,3488536.371,13.697143,106.508096,0,0.000233,120.337249,31.504038,13.697143,0
247102.8768,3488536.574,13.696667,106.511905,0,0.000317,120.337249,31.50404,13.696667,0
247102.821,3488536.779,13.69619,106.515715,0,0.000312,120.337248,31.504041,13.69619,0
247102.7663,3488536.981,13.695714,106.519524,0,0.000319,120.337247,31.504043,13.695714,0
247102.7119,3488537.181,13.695238,106.522858,0,0.00028,120.337247,31.504045,13.695238,0
247102.6576,3488537.382,13.695238,106.525715,0,0.00024,120.337246,31.504047,13.695238,0
247102.6024,3488537.585,13.695238,106.528572,0,0.000236,120.337246,31.504049,13.695238,0
247102.5484,3488537.784,13.695238,106.531905,0,0.000282,120.337245,31.50405,13.695238,0
247102.4935,3488537.987,13.694762,106.535715,0,0.000317,120.337244,31.504052,13.694762,0
247102.4388,3488538.189,13.694286,106.54,0,0.000358,120.337244,31.504054,13.694286,0
247102.3843,3488538.39,13.69381,106.544286,0,0.000359,120.337243,31.504056,13.69381,0
247102.3299,3488538.591,13.693333,106.548571,0,0.00036,120.337242,31.504058,13.693333,0
247102.2756,3488538.791,13.692857,106.552381,0,0.000321,120.337242,31.504059,13.692857,0
247102.2215,3488538.99,13.692381,106.55619,0,0.000322,120.337241,31.504061,13.692381,0
247102.1674,3488539.189,13.691905,106.559999,0,0.000322,120.337241,31.504063,13.691905,0
247102.1134,3488539.388,13.691429,106.563808,0,0.000323,120.33724,31.504065,13.691429,0
247102.0596,3488539.586,13.690952,106.567618,0,0.000324,120.337239,31.504067,13.690952,0
247102.0059,3488539.783,13.690476,106.570951,0,0.000284,120.337239,31.504068,13.690476,0
247101.9523,3488539.98,13.69,106.574761,0,0.000326,120.337238,31.50407,13.69,0
247101.899,3488540.177,13.69,106.57857,0,0.000327,120.337237,31.504072,13.69,0
247101.8456,3488540.373,13.69,106.58238,0,0.000327,120.337237,31.504074,13.69,0
247101.7924,3488540.568,13.69,106.586666,0,0.000369,120.337236,31.504075,13.69,0
247101.7394,3488540.764,13.69,106.590475,0,0.000329,120.337236,31.504077,13.69,0
247101.6864,3488540.958,13.69,106.593808,0,0.000289,120.337235,31.504079,13.69,0
247101.6335,3488541.152,13.69,106.596666,0,0.000248,120.337234,31.504081,13.69,0
247101.5811,3488541.346,13.69,106.599523,0,0.000248,120.337234,31.504082,13.69,0
247101.5288,3488541.54,13.69,106.602856,0,0.00029,120.337233,31.504084,13.69,0
247101.4767,3488541.732,13.69,106.605713,0,0.00025,120.337233,31.504086,13.69,0
247101.4246,3488541.925,13.69,106.608094,0,0.000208,120.337232,31.504087,13.69,0
247101.3729,3488542.117,13.69,106.610951,0,0.000251,120.337231,31.504089,13.69,0
247101.3223,3488542.305,13.69,106.613332,0,0.000214,120.337231,31.504091,13.69,0
247101.2709,3488542.496,13.69,106.61619,0,0.000252,120.33723,31.504093,13.69,0
247101.2207,3488542.683,13.69,106.619047,0,0.000257,120.33723,31.504094,13.69,0
247101.1698,3488542.874,13.69,106.622381,0,0.000295,120.337229,31.504096,13.69,0
247101.1199,3488543.06,13.69,106.625714,0,0.000302,120.337229,31.504098,13.69,0
247101.0692,3488543.25,13.689524,106.629048,0,0.000296,120.337228,31.504099,13.689524,0
247101.0195,3488543.435,13.689048,106.632382,0,0.000303,120.337227,31.504101,13.689048,0
247100.9689,3488543.624,13.688571,106.635239,0,0.000255,120.337227,31.504103,13.688571,0
247100.9195,3488543.809,13.688095,106.638096,0,0.000261,120.337226,31.504104,13.688095,0
247100.8691,3488543.997,13.687619,106.640953,0,0.000256,120.337226,31.504106,13.687619,0
247100.8198,3488544.18,13.687143,106.643334,0,0.000218,120.337225,31.504108,13.687143,0
247100.7697,3488544.367,13.687143,106.646191,0,0.000258,120.337225,31.504109,13.687143,0
247100.7206,3488544.55,13.687143,106.649049,0,0.000263,120.337224,31.504111,13.687143,0
247100.6707,3488544.736,13.686667,106.652382,0,0.000302,120.337223,31.504113,13.686667,0
247100.6219,3488544.919,13.68619,106.656191,0,0.000352,120.337223,31.504114,13.68619,0
247100.5723,3488545.104,13.685714,106.660477,0,0.00039,120.337222,31.504116,13.685714,0
247100.5233,3488545.285,13.685238,106.664762,0,0.000398,120.337222,31.504118,13.685238,0
247100.4735,3488545.47,13.684762,106.668572,0,0.000348,120.337221,31.504119,13.684762,0
247100.4246,3488545.65,13.684286,106.672381,0,0.000355,120.337221,31.504121,13.684286,0
247100.3749,3488545.834,13.68381,106.676667,0,0.000393,120.33722,31.504122,13.68381,0
247100.3259,3488546.014,13.683333,106.680477,0,0.000357,120.337219,31.504124,13.683333,0
247100.2759,3488546.197,13.682857,106.684287,0,0.000351,120.337219,31.504126,13.682857,0
247100.2269,3488546.375,13.682381,106.68762,0,0.000314,120.337218,31.504127,13.682381,0
247100.1771,3488546.558,13.681905,106.69143,0,0.000352,120.337218,31.504129,13.681905,0
247100.128,3488546.736,13.681429,106.694763,0,0.000315,120.337217,31.504131,13.681429,0
247100.0781,3488546.917,13.680952,106.698096,0,0.000309,120.337217,31.504132,13.680952,0
247100.0293,3488547.095,13.680952,106.701905,0,0.000361,120.337216,31.504134,13.680952,0
247099.9796,3488547.275,13.680952,106.705715,0,0.000355,120.337215,31.504135,13.680952,0
247099.931,3488547.452,13.680952,106.709524,0,0.000362,120.337215,31.504137,13.680952,0
247099.8815,3488547.632,13.680952,106.713333,0,0.000356,120.337214,31.504139,13.680952,0
247099.8329,3488547.808,13.680952,106.716666,0,0.000318,120.337214,31.50414,13.680952,0
247099.7834,3488547.988,13.680952,106.72,0,0.000313,120.337213,31.504142,13.680952,0
247099.7348,3488548.163,13.680476,106.722857,0,0.000274,120.337213,31.504143,13.680476,0
247099.6851,3488548.342,13.68,106.72619,0,0.000314,120.337212,31.504145,13.68,0
247099.6363,3488548.517,13.68,106.729523,0,0.00032,120.337212,31.504146,13.68,0
247099.5864,3488548.695,13.68,106.735238,0,0.000539,120.337211,31.504148,13.68,0
247099.5373,3488548.87,13.679524,106.743809,0,0.000825,120.33721,31.50415,13.679524,0
247099.487,3488549.047,13.679048,106.758095,0,0.001352,120.33721,31.504151,13.679048,0
247099.4376,3488549.221,13.678571,106.777619,0,0.001886,120.337209,31.504153,13.678571,0
247099.3874,3488549.397,13.678095,106.805715,0,0.002669,120.337209,31.504154,13.678095,0
247099.3382,3488549.57,13.677619,106.839524,0,0.003284,120.337208,31.504156,13.677619,0
247099.2881,3488549.746,13.677619,106.882857,0,0.004141,120.337208,31.504157,13.677619,0
247099.239,3488549.918,13.677619,106.932857,0,0.004881,120.337207,31.504159,13.677619,0
247099.1889,3488550.093,13.677619,106.993333,0,0.005804,120.337206,31.504161,13.677619,0
247099.1397,3488550.264,13.677619,107.060952,0,0.006634,120.337206,31.504162,13.677619,0
247099.0893,3488550.437,13.677619,107.141428,0,0.007766,120.337205,31.504164,13.677619,0
247099.0394,3488550.607,13.677619,107.230952,0,0.008821,120.337205,31.504165,13.677619,0
247098.988,3488550.78,13.677619,107.333333,0,0.009917,120.337204,31.504167,13.677619,0
247098.9371,3488550.949,13.677619,107.444761,0,0.011023,120.337204,31.504168,13.677619,0
247098.8847,3488551.12,13.677619,107.570952,0,0.012274,120.337203,31.50417,13.677619,0
247098.8328,3488551.288,13.677619,107.708095,0,0.013636,120.337202,31.504171,13.677619,0
247098.7795,3488551.459,13.677619,107.861905,0,0.015037,120.337202,31.504173,13.677619,0
247098.7266,3488551.625,13.677619,108.027143,0,0.016509,120.337201,31.504174,13.677619,0
247098.672,3488551.794,13.677143,108.21,0,0.017969,120.337201,31.504176,13.677143,0
247098.618,3488551.959,13.676667,108.404286,0,0.019507,120.3372,31.504177,13.676667,0
247098.5623,3488552.127,13.67619,108.617619,0,0.021058,120.337199,31.504179,13.67619,0
247098.5072,3488552.291,13.67619,108.842381,0,0.02267,120.337199,31.50418,13.67619,0
247098.4503,3488552.458,13.676667,109.085714,0,0.024132,120.337198,31.504182,13.676667,0
247098.3939,3488552.62,13.677143,109.338095,0,0.025574,120.337197,31.504183,13.677143,0
247098.3357,3488552.786,13.677619,109.607142,0,0.026792,120.337197,31.504185,13.677619,0
247098.2777,3488552.947,13.678095,109.881904,0,0.027946,120.337196,31.504186,13.678095,0
247098.2175,3488553.111,13.678571,110.170952,0,0.02889,120.337195,31.504188,13.678571,0
247098.1574,3488553.271,13.678571,110.464285,0,0.029936,120.337195,31.504189,13.678571,0
247098.0951,3488553.434,13.678571,110.771428,0,0.0308,120.337194,31.50419,13.678571,0
247098.0328,3488553.592,13.678571,111.081905,0,0.031804,120.337193,31.504192,13.678571,0
247097.9683,3488553.753,13.678571,111.405238,0,0.032567,120.337193,31.504193,13.678571,0
247097.9041,3488553.91,13.678571,111.729048,0,0.033307,120.337192,31.504195,13.678571,0
247097.8378,3488554.07,13.678571,112.062857,0,0.033761,120.337191,31.504196,13.678571,0
247097.7721,3488554.225,13.678571,112.395715,0,0.034403,120.33719,31.504198,13.678571,0
247097.7044,3488554.383,13.678571,112.735715,0,0.03453,120.33719,31.504199,13.678571,0
247097.6372,3488554.537,13.678571,113.071429,0,0.034821,120.337189,31.5042,13.678571,0
247097.5681,3488554.694,13.678571,113.411429,0,0.034649,120.337188,31.504202,13.678571,0
247097.4994,3488554.847,13.678571,113.744762,0,0.034689,120.337187,31.504203,13.678571,0
247097.4286,3488555.002,13.678571,114.080953,0,0.034393,120.337187,31.504204,13.678571,0
247097.3583,3488555.154,13.679048,114.408095,0,0.034164,120.337186,31.504206,13.679048,0
247097.2861,3488555.308,13.679524,114.734286,0,0.033475,120.337185,31.504207,13.679524,0
247097.2144,3488555.458,13.68,115.047143,0,0.032782,120.337184,31.504209,13.68,0
247097.1406,3488555.611,13.68,115.355714,0,0.031796,120.337183,31.50421,13.68,0
247097.0662,3488555.762,13.68,115.651429,0,0.030542,120.337183,31.504211,13.68,0
247096.9916,3488555.914,13.68,115.938095,0,0.029666,120.337182,31.504213,13.68,0
247096.9164,3488556.064,13.68,116.210953,0,0.028302,120.337181,31.504214,13.68,0
247096.8407,3488556.214,13.68,116.474286,0,0.027347,120.33718,31.504215,13.68,0
247096.7645,3488556.364,13.68,116.723334,0,0.025913,120.337179,31.504217,13.68,0
247096.6883,3488556.513,13.679524,116.962381,0,0.024911,120.337178,31.504218,13.679524,0
247096.6116,3488556.661,13.679048,117.185715,0,0.023314,120.337178,31.504219,13.679048,0
247096.5348,3488556.81,13.678571,117.398096,0,0.022196,120.337177,31.504221,13.678571,0
247096.4577,3488556.957,13.678095,117.594286,0,0.020542,120.337176,31.504222,13.678095,0
247096.3804,3488557.105,13.677619,117.779048,0,0.019362,120.337175,31.504223,13.677619,0
247096.3031,3488557.252,13.677143,117.947143,0,0.017655,120.337174,31.504224,13.677143,0
247096.2259,3488557.399,13.676667,118.104286,0,0.016527,120.337173,31.504226,13.676667,0
247096.1499,3488557.543,13.67619,118.246667,0,0.015288,120.337173,31.504227,13.67619,0
247096.0727,3488557.689,13.675714,118.38,0,0.014077,120.337172,31.504228,13.675714,0
247095.9954,3488557.835,13.675238,118.499523,0,0.012646,120.337171,31.50423,13.675238,0
247095.9181,3488557.98,13.674762,118.609523,0,0.011653,120.33717,31.504231,13.674762,0
247095.8409,3488558.125,13.674286,118.70619,0,0.010262,120.337169,31.504232,13.674286,0
247095.764,3488558.27,13.67381,118.794762,0,0.009417,120.337168,31.504234,13.67381,0
247095.6872,3488558.415,13.673333,118.872857,0,0.00832,120.337167,31.504235,13.673333,0
247095.6105,3488558.559,13.672857,118.945238,0,0.007723,120.337167,31.504236,13.672857,0
247095.5339,3488558.704,13.672381,119.009047,0,0.00682,120.337166,31.504237,13.672381,0
247095.4589,3488558.845,13.671905,119.064286,0,0.006031,120.337165,31.504239,13.671905,0
247095.3822,3488558.988,13.671429,119.114285,0,0.005362,120.337164,31.50424,13.671429,0
247095.307,3488559.129,13.670952,119.156666,0,0.00464,120.337163,31.504241,13.670952,0
247095.2305,3488559.272,13.670476,119.195238,0,0.00415,120.337162,31.504242,13.670476,0
247095.1556,3488559.412,13.67,119.228095,0,0.003608,120.337162,31.504244,13.67,0
247095.079,3488559.555,13.67,119.258095,0,0.003235,120.337161,31.504245,13.67,0
247095.0042,3488559.695,13.67,119.284285,0,0.002884,120.33716,31.504246,13.67,0
247094.928,3488559.837,13.67,119.307619,0,0.002524,120.337159,31.504247,13.67,0
247094.8535,3488559.976,13.67,119.326666,0,0.002103,120.337158,31.504249,13.67,0
247094.7777,3488560.118,13.669524,119.342381,0,0.001706,120.337157,31.50425,13.669524,0
247094.7035,3488560.257,13.669048,119.354762,0,0.001371,120.337157,31.504251,13.669048,0
247094.6277,3488560.398,13.668571,119.364285,0,0.001037,120.337156,31.504252,13.668571,0
247094.5521,3488560.539,13.668095,119.371428,0,0.000779,120.337155,31.504254,13.668095,0
247094.4765,3488560.68,13.667619,119.374286,0,0.000312,120.337154,31.504255,13.667619,0
247094.4025,3488560.818,13.667143,119.373334,0,0.000106,120.337153,31.504256,13.667143,0
247094.3273,3488560.959,13.667143,119.366667,0,0.000731,120.337153,31.504257,13.667143,0
